Group Size,Best Estimate (Assumes 40% of Infections are Asymp/Presymp),Estimate Range (Assumes 10-70% of Infections are Asymp/Presymp),Date Updated: 12-15-2021
8896,25.3,6.32-44.2,
8897,25.3,6.32-44.3,
8898,25.3,6.32-44.3,
8899,25.3,6.33-44.3,
8900,25.3,6.33-44.3,
8901,25.3,6.33-44.3,
8902,25.3,6.33-44.3,
8903,25.3,6.33-44.3,
8904,25.3,6.33-44.3,
8905,25.3,6.33-44.3,
8906,25.3,6.33-44.3,
8907,25.3,6.33-44.3,
8908,25.3,6.33-44.3,
8909,25.3,6.33-44.3,
8910,25.3,6.33-44.3,
8911,25.3,6.33-44.3,
8912,25.3,6.33-44.3,
8913,25.3,6.33-44.3,
8914,25.3,6.34-44.3,
8915,25.3,6.34-44.3,
8916,25.3,6.34-44.3,
8917,25.3,6.34-44.3,
8918,25.3,6.34-44.4,
8919,25.3,6.34-44.4,
8920,25.3,6.34-44.4,
8921,25.3,6.34-44.4,
8922,25.3,6.34-44.4,
8923,25.3,6.34-44.4,
8924,25.3,6.34-44.4,
8925,25.3,6.34-44.4,
8926,25.3,6.34-44.4,
8927,25.3,6.34-44.4,
8928,25.4,6.35-44.4,
8929,25.4,6.35-44.4,
8930,25.4,6.35-44.4,
8931,25.4,6.35-44.4,
8932,25.4,6.35-44.4,
8933,25.4,6.35-44.4,
8934,25.4,6.35-44.4,
8935,25.4,6.35-44.4,
8936,25.4,6.35-44.4,
8937,25.4,6.35-44.4,
8938,25.4,6.35-44.5,
8939,25.4,6.35-44.5,
8940,25.4,6.35-44.5,
8941,25.4,6.35-44.5,
8942,25.4,6.36-44.5,
8943,25.4,6.36-44.5,
8944,25.4,6.36-44.5,
8945,25.4,6.36-44.5,
8946,25.4,6.36-44.5,
8947,25.4,6.36-44.5,
8948,25.4,6.36-44.5,
8949,25.4,6.36-44.5,
8950,25.4,6.36-44.5,
8951,25.4,6.36-44.5,
8952,25.4,6.36-44.5,
8953,25.4,6.36-44.5,
8954,25.4,6.36-44.5,
8955,25.4,6.36-44.5,
8956,25.4,6.37-44.5,
8957,25.4,6.37-44.5,
8958,25.4,6.37-44.6,
8959,25.4,6.37-44.6,
8960,25.4,6.37-44.6,
8961,25.4,6.37-44.6,
8962,25.4,6.37-44.6,
8963,25.5,6.37-44.6,
8964,25.5,6.37-44.6,
8965,25.5,6.37-44.6,
8966,25.5,6.37-44.6,
8967,25.5,6.37-44.6,
8968,25.5,6.37-44.6,
8969,25.5,6.37-44.6,
8970,25.5,6.38-44.6,
8971,25.5,6.38-44.6,
8972,25.5,6.38-44.6,
8973,25.5,6.38-44.6,
8974,25.5,6.38-44.6,
8975,25.5,6.38-44.6,
8976,25.5,6.38-44.6,
8977,25.5,6.38-44.6,
8978,25.5,6.38-44.7,
8979,25.5,6.38-44.7,
8980,25.5,6.38-44.7,
8981,25.5,6.38-44.7,
8982,25.5,6.38-44.7,
8983,25.5,6.38-44.7,
8984,25.5,6.39-44.7,
8985,25.5,6.39-44.7,
8986,25.5,6.39-44.7,
8987,25.5,6.39-44.7,
8988,25.5,6.39-44.7,
8989,25.5,6.39-44.7,
8990,25.5,6.39-44.7,
8991,25.5,6.39-44.7,
8992,25.5,6.39-44.7,
8993,25.5,6.39-44.7,
8994,25.5,6.39-44.7,
8995,25.5,6.39-44.7,
8996,25.5,6.39-44.7,
8997,25.5,6.39-44.7,
8998,25.6,6.40-44.8,
8999,25.6,6.40-44.8,
9000,25.6,6.40-44.8,
9001,25.6,6.40-44.8,
9002,25.6,6.40-44.8,
9003,25.6,6.40-44.8,
9004,25.6,6.40-44.8,
9005,25.6,6.40-44.8,
9006,25.6,6.40-44.8,
9007,25.6,6.40-44.8,
9008,25.6,6.40-44.8,
9009,25.6,6.40-44.8,
9010,25.6,6.40-44.8,
9011,25.6,6.40-44.8,
9012,25.6,6.41-44.8,
9013,25.6,6.41-44.8,
9014,25.6,6.41-44.8,
9015,25.6,6.41-44.8,
9016,25.6,6.41-44.8,
9017,25.6,6.41-44.8,
9018,25.6,6.41-44.9,
9019,25.6,6.41-44.9,
9020,25.6,6.41-44.9,
9021,25.6,6.41-44.9,
9022,25.6,6.41-44.9,
9023,25.6,6.41-44.9,
9024,25.6,6.41-44.9,
9025,25.6,6.41-44.9,
9026,25.6,6.42-44.9,
9027,25.6,6.42-44.9,
9028,25.6,6.42-44.9,
9029,25.6,6.42-44.9,
9030,25.6,6.42-44.9,
9031,25.6,6.42-44.9,
9032,25.6,6.42-44.9,
9033,25.7,6.42-44.9,
9034,25.7,6.42-44.9,
9035,25.7,6.42-44.9,
9036,25.7,6.42-44.9,
9037,25.7,6.42-44.9,
9038,25.7,6.42-45.0,
9039,25.7,6.42-45.0,
9040,25.7,6.43-45.0,
9041,25.7,6.43-45.0,
9042,25.7,6.43-45.0,
9043,25.7,6.43-45.0,
9044,25.7,6.43-45.0,
9045,25.7,6.43-45.0,
9046,25.7,6.43-45.0,
9047,25.7,6.43-45.0,
9048,25.7,6.43-45.0,
9049,25.7,6.43-45.0,
9050,25.7,6.43-45.0,
9051,25.7,6.43-45.0,
9052,25.7,6.43-45.0,
9053,25.7,6.43-45.0,
9054,25.7,6.44-45.0,
9055,25.7,6.44-45.0,
9056,25.7,6.44-45.0,
9057,25.7,6.44-45.0,
9058,25.7,6.44-45.1,
9059,25.7,6.44-45.1,
9060,25.7,6.44-45.1,
9061,25.7,6.44-45.1,
9062,25.7,6.44-45.1,
9063,25.7,6.44-45.1,
9064,25.7,6.44-45.1,
9065,25.7,6.44-45.1,
9066,25.7,6.44-45.1,
9067,25.7,6.44-45.1,
9068,25.8,6.45-45.1,
9069,25.8,6.45-45.1,
9070,25.8,6.45-45.1,
9071,25.8,6.45-45.1,
9072,25.8,6.45-45.1,
9073,25.8,6.45-45.1,
9074,25.8,6.45-45.1,
9075,25.8,6.45-45.1,
9076,25.8,6.45-45.1,
9077,25.8,6.45-45.1,
9078,25.8,6.45-45.2,
9079,25.8,6.45-45.2,
9080,25.8,6.45-45.2,
9081,25.8,6.45-45.2,
9082,25.8,6.46-45.2,
9083,25.8,6.46-45.2,
9084,25.8,6.46-45.2,
9085,25.8,6.46-45.2,
9086,25.8,6.46-45.2,
9087,25.8,6.46-45.2,
9088,25.8,6.46-45.2,
9089,25.8,6.46-45.2,
9090,25.8,6.46-45.2,
9091,25.8,6.46-45.2,
9092,25.8,6.46-45.2,
9093,25.8,6.46-45.2,
9094,25.8,6.46-45.2,
9095,25.8,6.46-45.2,
9096,25.8,6.47-45.2,
9097,25.8,6.47-45.2,
9098,25.8,6.47-45.3,
9099,25.8,6.47-45.3,
9100,25.8,6.47-45.3,
9101,25.8,6.47-45.3,
9102,25.8,6.47-45.3,
9103,25.9,6.47-45.3,
9104,25.9,6.47-45.3,
9105,25.9,6.47-45.3,
9106,25.9,6.47-45.3,
9107,25.9,6.47-45.3,
9108,25.9,6.47-45.3,
9109,25.9,6.47-45.3,
9110,25.9,6.48-45.3,
9111,25.9,6.48-45.3,
9112,25.9,6.48-45.3,
9113,25.9,6.48-45.3,
9114,25.9,6.48-45.3,
9115,25.9,6.48-45.3,
9116,25.9,6.48-45.3,
9117,25.9,6.48-45.3,
9118,25.9,6.48-45.4,
9119,25.9,6.48-45.4,
9120,25.9,6.48-45.4,
9121,25.9,6.48-45.4,
9122,25.9,6.48-45.4,
9123,25.9,6.48-45.4,
9124,25.9,6.49-45.4,
9125,25.9,6.49-45.4,
9126,25.9,6.49-45.4,
9127,25.9,6.49-45.4,
9128,25.9,6.49-45.4,
9129,25.9,6.49-45.4,
9130,25.9,6.49-45.4,
9131,25.9,6.49-45.4,
9132,25.9,6.49-45.4,
9133,25.9,6.49-45.4,
9134,25.9,6.49-45.4,
9135,25.9,6.49-45.4,
9136,25.9,6.49-45.4,
9137,25.9,6.49-45.4,
9138,26.0,6.50-45.5,
9139,26.0,6.50-45.5,
9140,26.0,6.50-45.5,
9141,26.0,6.50-45.5,
9142,26.0,6.50-45.5,
9143,26.0,6.50-45.5,
9144,26.0,6.50-45.5,
9145,26.0,6.50-45.5,
9146,26.0,6.50-45.5,
9147,26.0,6.50-45.5,
9148,26.0,6.50-45.5,
9149,26.0,6.50-45.5,
9150,26.0,6.50-45.5,
9151,26.0,6.50-45.5,
9152,26.0,6.50-45.5,
9153,26.0,6.51-45.5,
9154,26.0,6.51-45.5,
9155,26.0,6.51-45.5,
9156,26.0,6.51-45.5,
9157,26.0,6.51-45.5,
9158,26.0,6.51-45.5,
9159,26.0,6.51-45.6,
9160,26.0,6.51-45.6,
9161,26.0,6.51-45.6,
9162,26.0,6.51-45.6,
9163,26.0,6.51-45.6,
9164,26.0,6.51-45.6,
9165,26.0,6.51-45.6,
9166,26.0,6.51-45.6,
9167,26.0,6.52-45.6,
9168,26.0,6.52-45.6,
9169,26.0,6.52-45.6,
9170,26.0,6.52-45.6,
9171,26.0,6.52-45.6,
9172,26.0,6.52-45.6,
9173,26.0,6.52-45.6,
9174,26.1,6.52-45.6,
9175,26.1,6.52-45.6,
9176,26.1,6.52-45.6,
9177,26.1,6.52-45.6,
9178,26.1,6.52-45.6,
9179,26.1,6.52-45.7,
9180,26.1,6.52-45.7,
9181,26.1,6.53-45.7,
9182,26.1,6.53-45.7,
9183,26.1,6.53-45.7,
9184,26.1,6.53-45.7,
9185,26.1,6.53-45.7,
9186,26.1,6.53-45.7,
9187,26.1,6.53-45.7,
9188,26.1,6.53-45.7,
9189,26.1,6.53-45.7,
9190,26.1,6.53-45.7,
9191,26.1,6.53-45.7,
9192,26.1,6.53-45.7,
9193,26.1,6.53-45.7,
9194,26.1,6.53-45.7,
9195,26.1,6.54-45.7,
9196,26.1,6.54-45.7,
9197,26.1,6.54-45.7,
9198,26.1,6.54-45.7,
9199,26.1,6.54-45.8,
9200,26.1,6.54-45.8,
9201,26.1,6.54-45.8,
9202,26.1,6.54-45.8,
9203,26.1,6.54-45.8,
9204,26.1,6.54-45.8,
9205,26.1,6.54-45.8,
9206,26.1,6.54-45.8,
9207,26.1,6.54-45.8,
9208,26.1,6.54-45.8,
9209,26.2,6.55-45.8,
9210,26.2,6.55-45.8,
9211,26.2,6.55-45.8,
9212,26.2,6.55-45.8,
9213,26.2,6.55-45.8,
9214,26.2,6.55-45.8,
9215,26.2,6.55-45.8,
9216,26.2,6.55-45.8,
9217,26.2,6.55-45.8,
9218,26.2,6.55-45.8,
9219,26.2,6.55-45.9,
9220,26.2,6.55-45.9,
9221,26.2,6.55-45.9,
9222,26.2,6.55-45.9,
9223,26.2,6.56-45.9,
9224,26.2,6.56-45.9,
9225,26.2,6.56-45.9,
9226,26.2,6.56-45.9,
9227,26.2,6.56-45.9,
9228,26.2,6.56-45.9,
9229,26.2,6.56-45.9,
9230,26.2,6.56-45.9,
9231,26.2,6.56-45.9,
9232,26.2,6.56-45.9,
9233,26.2,6.56-45.9,
9234,26.2,6.56-45.9,
9235,26.2,6.56-45.9,
9236,26.2,6.56-45.9,
9237,26.2,6.57-45.9,
9238,26.2,6.57-45.9,
9239,26.2,6.57-46.0,
9240,26.2,6.57-46.0,
9241,26.2,6.57-46.0,
9242,26.2,6.57-46.0,
9243,26.2,6.57-46.0,
9244,26.3,6.57-46.0,
9245,26.3,6.57-46.0,
9246,26.3,6.57-46.0,
9247,26.3,6.57-46.0,
9248,26.3,6.57-46.0,
9249,26.3,6.57-46.0,
9250,26.3,6.57-46.0,
9251,26.3,6.58-46.0,
9252,26.3,6.58-46.0,
9253,26.3,6.58-46.0,
9254,26.3,6.58-46.0,
9255,26.3,6.58-46.0,
9256,26.3,6.58-46.0,
9257,26.3,6.58-46.0,
9258,26.3,6.58-46.0,
9259,26.3,6.58-46.1,
9260,26.3,6.58-46.1,
9261,26.3,6.58-46.1,
9262,26.3,6.58-46.1,
9263,26.3,6.58-46.1,
9264,26.3,6.58-46.1,
9265,26.3,6.59-46.1,
9266,26.3,6.59-46.1,
9267,26.3,6.59-46.1,
9268,26.3,6.59-46.1,
9269,26.3,6.59-46.1,
9270,26.3,6.59-46.1,
9271,26.3,6.59-46.1,
9272,26.3,6.59-46.1,
9273,26.3,6.59-46.1,
9274,26.3,6.59-46.1,
9275,26.3,6.59-46.1,
9276,26.3,6.59-46.1,
9277,26.3,6.59-46.1,
9278,26.3,6.59-46.1,
9279,26.4,6.60-46.2,
9280,26.4,6.60-46.2,
9281,26.4,6.60-46.2,
9282,26.4,6.60-46.2,
9283,26.4,6.60-46.2,
9284,26.4,6.60-46.2,
9285,26.4,6.60-46.2,
9286,26.4,6.60-46.2,
9287,26.4,6.60-46.2,
9288,26.4,6.60-46.2,
9289,26.4,6.60-46.2,
9290,26.4,6.60-46.2,
9291,26.4,6.60-46.2,
9292,26.4,6.60-46.2,
9293,26.4,6.61-46.2,
9294,26.4,6.61-46.2,
9295,26.4,6.61-46.2,
9296,26.4,6.61-46.2,
9297,26.4,6.61-46.2,
9298,26.4,6.61-46.2,
9299,26.4,6.61-46.3,
9300,26.4,6.61-46.3,
9301,26.4,6.61-46.3,
9302,26.4,6.61-46.3,
9303,26.4,6.61-46.3,
9304,26.4,6.61-46.3,
9305,26.4,6.61-46.3,
9306,26.4,6.61-46.3,
9307,26.4,6.62-46.3,
9308,26.4,6.62-46.3,
9309,26.4,6.62-46.3,
9310,26.4,6.62-46.3,
9311,26.4,6.62-46.3,
9312,26.4,6.62-46.3,
9313,26.4,6.62-46.3,
9314,26.5,6.62-46.3,
9315,26.5,6.62-46.3,
9316,26.5,6.62-46.3,
9317,26.5,6.62-46.3,
9318,26.5,6.62-46.3,
9319,26.5,6.62-46.4,
9320,26.5,6.62-46.4,
9321,26.5,6.63-46.4,
9322,26.5,6.63-46.4,
9323,26.5,6.63-46.4,
9324,26.5,6.63-46.4,
9325,26.5,6.63-46.4,
9326,26.5,6.63-46.4,
9327,26.5,6.63-46.4,
9328,26.5,6.63-46.4,
9329,26.5,6.63-46.4,
9330,26.5,6.63-46.4,
9331,26.5,6.63-46.4,
9332,26.5,6.63-46.4,
9333,26.5,6.63-46.4,
9334,26.5,6.63-46.4,
9335,26.5,6.64-46.4,
9336,26.5,6.64-46.4,
9337,26.5,6.64-46.4,
9338,26.5,6.64-46.4,
9339,26.5,6.64-46.5,
9340,26.5,6.64-46.5,
9341,26.5,6.64-46.5,
9342,26.5,6.64-46.5,
9343,26.5,6.64-46.5,
9344,26.5,6.64-46.5,
9345,26.5,6.64-46.5,
9346,26.5,6.64-46.5,
9347,26.5,6.64-46.5,
9348,26.5,6.64-46.5,
9349,26.6,6.65-46.5,
9350,26.6,6.65-46.5,
9351,26.6,6.65-46.5,
9352,26.6,6.65-46.5,
9353,26.6,6.65-46.5,
9354,26.6,6.65-46.5,
9355,26.6,6.65-46.5,
9356,26.6,6.65-46.5,
9357,26.6,6.65-46.5,
9358,26.6,6.65-46.5,
9359,26.6,6.65-46.6,
9360,26.6,6.65-46.6,
9361,26.6,6.65-46.6,
9362,26.6,6.65-46.6,
9363,26.6,6.66-46.6,
9364,26.6,6.66-46.6,
9365,26.6,6.66-46.6,
9366,26.6,6.66-46.6,
9367,26.6,6.66-46.6,
9368,26.6,6.66-46.6,
9369,26.6,6.66-46.6,
9370,26.6,6.66-46.6,
9371,26.6,6.66-46.6,
9372,26.6,6.66-46.6,
9373,26.6,6.66-46.6,
9374,26.6,6.66-46.6,
9375,26.6,6.66-46.6,
9376,26.6,6.66-46.6,
9377,26.6,6.67-46.6,
9378,26.6,6.67-46.6,
9379,26.6,6.67-46.7,
9380,26.6,6.67-46.7,
9381,26.6,6.67-46.7,
9382,26.6,6.67-46.7,
9383,26.6,6.67-46.7,
9384,26.7,6.67-46.7,
9385,26.7,6.67-46.7,
9386,26.7,6.67-46.7,
9387,26.7,6.67-46.7,
9388,26.7,6.67-46.7,
9389,26.7,6.67-46.7,
9390,26.7,6.67-46.7,
9391,26.7,6.68-46.7,
9392,26.7,6.68-46.7,
9393,26.7,6.68-46.7,
9394,26.7,6.68-46.7,
9395,26.7,6.68-46.7,
9396,26.7,6.68-46.7,
9397,26.7,6.68-46.7,
9398,26.7,6.68-46.7,
9399,26.7,6.68-46.7,
9400,26.7,6.68-46.8,
9401,26.7,6.68-46.8,
9402,26.7,6.68-46.8,
9403,26.7,6.68-46.8,
9404,26.7,6.68-46.8,
9405,26.7,6.68-46.8,
9406,26.7,6.69-46.8,
9407,26.7,6.69-46.8,
9408,26.7,6.69-46.8,
9409,26.7,6.69-46.8,
9410,26.7,6.69-46.8,
9411,26.7,6.69-46.8,
9412,26.7,6.69-46.8,
9413,26.7,6.69-46.8,
9414,26.7,6.69-46.8,
9415,26.7,6.69-46.8,
9416,26.7,6.69-46.8,
9417,26.7,6.69-46.8,
9418,26.7,6.69-46.8,
9419,26.7,6.69-46.8,
9420,26.8,6.70-46.9,
9421,26.8,6.70-46.9,
9422,26.8,6.70-46.9,
9423,26.8,6.70-46.9,
9424,26.8,6.70-46.9,
9425,26.8,6.70-46.9,
9426,26.8,6.70-46.9,
9427,26.8,6.70-46.9,
9428,26.8,6.70-46.9,
9429,26.8,6.70-46.9,
9430,26.8,6.70-46.9,
9431,26.8,6.70-46.9,
9432,26.8,6.70-46.9,
9433,26.8,6.70-46.9,
9434,26.8,6.71-46.9,
9435,26.8,6.71-46.9,
9436,26.8,6.71-46.9,
9437,26.8,6.71-46.9,
9438,26.8,6.71-46.9,
9439,26.8,6.71-46.9,
9440,26.8,6.71-47.0,
9441,26.8,6.71-47.0,
9442,26.8,6.71-47.0,
9443,26.8,6.71-47.0,
9444,26.8,6.71-47.0,
9445,26.8,6.71-47.0,
9446,26.8,6.71-47.0,
9447,26.8,6.71-47.0,
9448,26.8,6.72-47.0,
9449,26.8,6.72-47.0,
9450,26.8,6.72-47.0,
9451,26.8,6.72-47.0,
9452,26.8,6.72-47.0,
9453,26.8,6.72-47.0,
9454,26.8,6.72-47.0,
9455,26.9,6.72-47.0,
9456,26.9,6.72-47.0,
9457,26.9,6.72-47.0,
9458,26.9,6.72-47.0,
9459,26.9,6.72-47.0,
9460,26.9,6.72-47.1,
9461,26.9,6.72-47.1,
9462,26.9,6.73-47.1,
9463,26.9,6.73-47.1,
9464,26.9,6.73-47.1,
9465,26.9,6.73-47.1,
9466,26.9,6.73-47.1,
9467,26.9,6.73-47.1,
9468,26.9,6.73-47.1,
9469,26.9,6.73-47.1,
9470,26.9,6.73-47.1,
9471,26.9,6.73-47.1,
9472,26.9,6.73-47.1,
9473,26.9,6.73-47.1,
9474,26.9,6.73-47.1,
9475,26.9,6.73-47.1,
9476,26.9,6.74-47.1,
9477,26.9,6.74-47.1,
9478,26.9,6.74-47.1,
9479,26.9,6.74-47.1,
9480,26.9,6.74-47.2,
9481,26.9,6.74-47.2,
9482,26.9,6.74-47.2,
9483,26.9,6.74-47.2,
9484,26.9,6.74-47.2,
9485,26.9,6.74-47.2,
9486,26.9,6.74-47.2,
9487,26.9,6.74-47.2,
9488,26.9,6.74-47.2,
9489,26.9,6.74-47.2,
9490,27.0,6.75-47.2,
9491,27.0,6.75-47.2,
9492,27.0,6.75-47.2,
9493,27.0,6.75-47.2,
9494,27.0,6.75-47.2,
9495,27.0,6.75-47.2,
9496,27.0,6.75-47.2,
9497,27.0,6.75-47.2,
9498,27.0,6.75-47.2,
9499,27.0,6.75-47.2,
9500,27.0,6.75-47.3,
9501,27.0,6.75-47.3,
9502,27.0,6.75-47.3,
9503,27.0,6.75-47.3,
9504,27.0,6.76-47.3,
9505,27.0,6.76-47.3,
9506,27.0,6.76-47.3,
9507,27.0,6.76-47.3,
9508,27.0,6.76-47.3,
9509,27.0,6.76-47.3,
9510,27.0,6.76-47.3,
9511,27.0,6.76-47.3,
9512,27.0,6.76-47.3,
9513,27.0,6.76-47.3,
9514,27.0,6.76-47.3,
9515,27.0,6.76-47.3,
9516,27.0,6.76-47.3,
9517,27.0,6.76-47.3,
9518,27.0,6.77-47.3,
9519,27.0,6.77-47.3,
9520,27.0,6.77-47.4,
9521,27.0,6.77-47.4,
9522,27.0,6.77-47.4,
9523,27.0,6.77-47.4,
9524,27.0,6.77-47.4,
9525,27.1,6.77-47.4,
9526,27.1,6.77-47.4,
9527,27.1,6.77-47.4,
9528,27.1,6.77-47.4,
9529,27.1,6.77-47.4,
9530,27.1,6.77-47.4,
9531,27.1,6.77-47.4,
9532,27.1,6.78-47.4,
9533,27.1,6.78-47.4,
9534,27.1,6.78-47.4,
9535,27.1,6.78-47.4,
9536,27.1,6.78-47.4,
9537,27.1,6.78-47.4,
9538,27.1,6.78-47.4,
9539,27.1,6.78-47.4,
9540,27.1,6.78-47.5,
9541,27.1,6.78-47.5,
9542,27.1,6.78-47.5,
9543,27.1,6.78-47.5,
9544,27.1,6.78-47.5,
9545,27.1,6.78-47.5,
9546,27.1,6.79-47.5,
9547,27.1,6.79-47.5,
9548,27.1,6.79-47.5,
9549,27.1,6.79-47.5,
9550,27.1,6.79-47.5,
9551,27.1,6.79-47.5,
9552,27.1,6.79-47.5,
9553,27.1,6.79-47.5,
9554,27.1,6.79-47.5,
9555,27.1,6.79-47.5,
9556,27.1,6.79-47.5,
9557,27.1,6.79-47.5,
9558,27.1,6.79-47.5,
9559,27.1,6.79-47.5,
9560,27.2,6.80-47.6,
9561,27.2,6.80-47.6,
9562,27.2,6.80-47.6,
9563,27.2,6.80-47.6,
9564,27.2,6.80-47.6,
9565,27.2,6.80-47.6,
9566,27.2,6.80-47.6,
9567,27.2,6.80-47.6,
9568,27.2,6.80-47.6,
9569,27.2,6.80-47.6,
9570,27.2,6.80-47.6,
9571,27.2,6.80-47.6,
9572,27.2,6.80-47.6,
9573,27.2,6.80-47.6,
9574,27.2,6.81-47.6,
9575,27.2,6.81-47.6,
9576,27.2,6.81-47.6,
9577,27.2,6.81-47.6,
9578,27.2,6.81-47.6,
9579,27.2,6.81-47.6,
9580,27.2,6.81-47.7,
9581,27.2,6.81-47.7,
9582,27.2,6.81-47.7,
9583,27.2,6.81-47.7,
9584,27.2,6.81-47.7,
9585,27.2,6.81-47.7,
9586,27.2,6.81-47.7,
9587,27.2,6.81-47.7,
9588,27.2,6.82-47.7,
9589,27.2,6.82-47.7,
9590,27.2,6.82-47.7,
9591,27.2,6.82-47.7,
9592,27.2,6.82-47.7,
9593,27.2,6.82-47.7,
9594,27.2,6.82-47.7,
9595,27.3,6.82-47.7,
9596,27.3,6.82-47.7,
9597,27.3,6.82-47.7,
9598,27.3,6.82-47.7,
9599,27.3,6.82-47.7,
9600,27.3,6.82-47.8,
9601,27.3,6.82-47.8,
9602,27.3,6.83-47.8,
9603,27.3,6.83-47.8,
9604,27.3,6.83-47.8,
9605,27.3,6.83-47.8,
9606,27.3,6.83-47.8,
9607,27.3,6.83-47.8,
9608,27.3,6.83-47.8,
9609,27.3,6.83-47.8,
9610,27.3,6.83-47.8,
9611,27.3,6.83-47.8,
9612,27.3,6.83-47.8,
9613,27.3,6.83-47.8,
9614,27.3,6.83-47.8,
9615,27.3,6.83-47.8,
9616,27.3,6.84-47.8,
9617,27.3,6.84-47.8,
9618,27.3,6.84-47.8,
9619,27.3,6.84-47.8,
9620,27.3,6.84-47.9,
9621,27.3,6.84-47.9,
9622,27.3,6.84-47.9,
9623,27.3,6.84-47.9,
9624,27.3,6.84-47.9,
9625,27.3,6.84-47.9,
9626,27.3,6.84-47.9,
9627,27.3,6.84-47.9,
9628,27.3,6.84-47.9,
9629,27.3,6.84-47.9,
9630,27.4,6.85-47.9,
9631,27.4,6.85-47.9,
9632,27.4,6.85-47.9,
9633,27.4,6.85-47.9,
9634,27.4,6.85-47.9,
9635,27.4,6.85-47.9,
9636,27.4,6.85-47.9,
9637,27.4,6.85-47.9,
9638,27.4,6.85-47.9,
9639,27.4,6.85-47.9,
9640,27.4,6.85-47.9,
9641,27.4,6.85-48.0,
9642,27.4,6.85-48.0,
9643,27.4,6.85-48.0,
9644,27.4,6.85-48.0,
9645,27.4,6.86-48.0,
9646,27.4,6.86-48.0,
9647,27.4,6.86-48.0,
9648,27.4,6.86-48.0,
9649,27.4,6.86-48.0,
9650,27.4,6.86-48.0,
9651,27.4,6.86-48.0,
9652,27.4,6.86-48.0,
9653,27.4,6.86-48.0,
9654,27.4,6.86-48.0,
9655,27.4,6.86-48.0,
9656,27.4,6.86-48.0,
9657,27.4,6.86-48.0,
9658,27.4,6.86-48.0,
9659,27.4,6.87-48.0,
9660,27.4,6.87-48.0,
9661,27.4,6.87-48.1,
9662,27.4,6.87-48.1,
9663,27.4,6.87-48.1,
9664,27.4,6.87-48.1,
9665,27.4,6.87-48.1,
9666,27.5,6.87-48.1,
9667,27.5,6.87-48.1,
9668,27.5,6.87-48.1,
9669,27.5,6.87-48.1,
9670,27.5,6.87-48.1,
9671,27.5,6.87-48.1,
9672,27.5,6.87-48.1,
9673,27.5,6.88-48.1,
9674,27.5,6.88-48.1,
9675,27.5,6.88-48.1,
9676,27.5,6.88-48.1,
9677,27.5,6.88-48.1,
9678,27.5,6.88-48.1,
9679,27.5,6.88-48.1,
9680,27.5,6.88-48.1,
9681,27.5,6.88-48.2,
9682,27.5,6.88-48.2,
9683,27.5,6.88-48.2,
9684,27.5,6.88-48.2,
9685,27.5,6.88-48.2,
9686,27.5,6.88-48.2,
9687,27.5,6.89-48.2,
9688,27.5,6.89-48.2,
9689,27.5,6.89-48.2,
9690,27.5,6.89-48.2,
9691,27.5,6.89-48.2,
9692,27.5,6.89-48.2,
9693,27.5,6.89-48.2,
9694,27.5,6.89-48.2,
9695,27.5,6.89-48.2,
9696,27.5,6.89-48.2,
9697,27.5,6.89-48.2,
9698,27.5,6.89-48.2,
9699,27.5,6.89-48.2,
9700,27.5,6.89-48.2,
9701,27.6,6.90-48.3,
9702,27.6,6.90-48.3,
9703,27.6,6.90-48.3,
9704,27.6,6.90-48.3,
9705,27.6,6.90-48.3,
9706,27.6,6.90-48.3,
9707,27.6,6.90-48.3,
9708,27.6,6.90-48.3,
9709,27.6,6.90-48.3,
9710,27.6,6.90-48.3,
9711,27.6,6.90-48.3,
9712,27.6,6.90-48.3,
9713,27.6,6.90-48.3,
9714,27.6,6.90-48.3,
9715,27.6,6.91-48.3,
9716,27.6,6.91-48.3,
9717,27.6,6.91-48.3,
9718,27.6,6.91-48.3,
9719,27.6,6.91-48.3,
9720,27.6,6.91-48.3,
9721,27.6,6.91-48.4,
9722,27.6,6.91-48.4,
9723,27.6,6.91-48.4,
9724,27.6,6.91-48.4,
9725,27.6,6.91-48.4,
9726,27.6,6.91-48.4,
9727,27.6,6.91-48.4,
9728,27.6,6.91-48.4,
9729,27.6,6.92-48.4,
9730,27.6,6.92-48.4,
9731,27.6,6.92-48.4,
9732,27.6,6.92-48.4,
9733,27.6,6.92-48.4,
9734,27.6,6.92-48.4,
9735,27.6,6.92-48.4,
9736,27.7,6.92-48.4,
9737,27.7,6.92-48.4,
9738,27.7,6.92-48.4,
9739,27.7,6.92-48.4,
9740,27.7,6.92-48.4,
9741,27.7,6.92-48.5,
9742,27.7,6.92-48.5,
9743,27.7,6.93-48.5,
9744,27.7,6.93-48.5,
9745,27.7,6.93-48.5,
9746,27.7,6.93-48.5,
9747,27.7,6.93-48.5,
9748,27.7,6.93-48.5,
9749,27.7,6.93-48.5,
9750,27.7,6.93-48.5,
9751,27.7,6.93-48.5,
9752,27.7,6.93-48.5,
9753,27.7,6.93-48.5,
9754,27.7,6.93-48.5,
9755,27.7,6.93-48.5,
9756,27.7,6.93-48.5,
9757,27.7,6.94-48.5,
9758,27.7,6.94-48.5,
9759,27.7,6.94-48.5,
9760,27.7,6.94-48.5,
9761,27.7,6.94-48.6,
9762,27.7,6.94-48.6,
9763,27.7,6.94-48.6,
9764,27.7,6.94-48.6,
9765,27.7,6.94-48.6,
